prior(0,0919062832800852).
trusts(483,1529).
trusts(1880,207).
trusts(1437,1438).
trusts(927,510).
trusts(1882,117).
trusts(518,226).
trusts(1884,98).
trusts(1882,172).
trusts(516,221).
trusts(1867,716).
trusts(1471,71).
trusts(940,107).
trusts(1882,196).
trusts(1878,347).
trusts(506,615).
trusts(518,172).
trusts(942,42).
trusts(927,594).
trusts(927,574).
trusts(957,1126).
trusts(985,101).
trusts(507,444).
trusts(978,355).
trusts(518,42).
trusts(959,1081).
trusts(507,456).
trusts(1917,316).
trusts(509,328).
trusts(483,1289).
trusts(981,222).
trusts(516,83).
trusts(1408,1522).
trusts(1918,254).
trusts(1878,1733).
trusts(963,839).
trusts(1879,1634).
trusts(1426,930).
trusts(985,28).
trusts(976,365).
trusts(1426,932).
trusts(959,996).
trusts(509,437).
trusts(520,36).
trusts(957,1029).
trusts(957,1037).
trusts(1919,134).
trusts(518,72).
trusts(951,1267).
trusts(963,831).
trusts(959,985).
trusts(1446,180).
trusts(512,307).
trusts(986,191).
trusts(509,241).
trusts(509,240).
trusts(512,125).
trusts(981,364).
trusts(512,120).
trusts(970,774).
trusts(1412,1534).
trusts(1878,1634).
trusts(979,465).
trusts(988,121).
trusts(1917,145).
trusts(988,80).
trusts(506,313).
trusts(509,221).
trusts(470,1658).
trusts(1905,594).
trusts(1895,927).
trusts(1445,348).
trusts(516,38).
trusts(499,667).
trusts(1917,107).
trusts(984,194).
trusts(517,2).
trusts(516,39).
trusts(514,127).
trusts(1918,86).
trusts(509,271).
trusts(496,755).
trusts(981,297).
trusts(1917,98).
trusts(506,230).
trusts(1419,1405).
trusts(1917,575).
trusts(970,388).
trusts(973,284).
trusts(1931,20).
trusts(1412,1617).
trusts(1882,1827).
trusts(509,92).
trusts(498,502).
trusts(510,38).
trusts(464,1733).
trusts(966,505).
trusts(979,36).
trusts(963,624).
trusts(470,1626).
trusts(470,1625).
trusts(509,181).
trusts(971,313).
trusts(1925,212).
trusts(927,1939).
trusts(971,287).
trusts(481,1186).
trusts(930,1791).
trusts(957,792).
trusts(1878,1915).
trusts(974,172).
trusts(509,162).
trusts(971,254).
trusts(483,1096).
trusts(506,248).
trusts(478,1286).
trusts(971,267).
trusts(511,72).
trusts(1929,20).
trusts(982,99).
trusts(495,516).
trusts(483,960).
trusts(969,573).
trusts(1460,1).
trusts(1882,1733).
trusts(931,1974).
trusts(490,690).
trusts(983,46).
trusts(1878,1878).
trusts(1442,655).
trusts(467,1520).
trusts(467,1509).
trusts(506,173).
trusts(942,1517).
trusts(470,1498).
trusts(467,1606).
trusts(982,30).
trusts(1879,1783).
trusts(959,868).
trusts(506,162).
trusts(505,197).
trusts(1882,1666).
trusts(509,48).
trusts(509,38).
trusts(506,148).
trusts(504,226).
trusts(509,33).
trusts(506,135).
trusts(483,988).
trusts(494,582).
trusts(470,1457).
trusts(506,127).
trusts(957,587).
trusts(971,86).
trusts(470,1285).
trusts(500,181).
trusts(1902,341).
trusts(496,330).
trusts(971,106).
trusts(492,486).
trusts(502,127).
trusts(942,1198).
trusts(1404,1199).
trusts(483,839).
trusts(1882,982).
trusts(966,197).
trusts(504,76).
trusts(467,1443).
trusts(971,8).
trusts(971,20).
trusts(504,83).
trusts(481,943).
trusts(483,868).
trusts(506,14).
trusts(1412,929).
trusts(1428,352).
trusts(968,155).
trusts(1412,949).
trusts(467,1478).
trusts(971,49).
trusts(506,48).
trusts(1424,516).
trusts(465,1561).
trusts(1394,1620).
trusts(976,20).
trusts(949,1031).
trusts(971,212).
trusts(499,75).
trusts(974,125).
trusts(1401,1402).
trusts(1420,698).
trusts(974,117).
trusts(970,287).
trusts(1420,727).
trusts(1882,963).
trusts(1421,676).
trusts(491,404).
trusts(947,1023).
trusts(1412,1029).
trusts(1856,1820).
trusts(974,17).
trusts(486,624).
trusts(974,36).
trusts(1427,492).
trusts(467,1318).
trusts(975,25).
trusts(1408,1213).
trusts(1906,2).
trusts(483,746).
trusts(1897,334).
trusts(503,9).
trusts(1399,1538).
trusts(1420,792).
trusts(497,251).
trusts(959,622).
trusts(1438,117).
trusts(499,172).
trusts(959,266).
trusts(1412,1106).
trusts(963,127).
trusts(1913,177).
trusts(1907,398).
trusts(959,251).
trusts(497,2).
trusts(1412,1096).
trusts(472,929).
trusts(1426,577).
trusts(1426,575).
trusts(1412,1097).
trusts(1426,579).
trusts(959,263).
trusts(1914,129).
trusts(963,117).
trusts(1412,1140).
trusts(929,1412).
trusts(1882,1333).
trusts(1412,1128).
trusts(1899,716).
trusts(957,281).
trusts(929,1318).
trusts(925,1461).
trusts(491,302).
trusts(1431,467).
trusts(482,649).
trusts(961,127).
trusts(1443,15).
trusts(467,1229).
trusts(487,488).
trusts(942,868).
trusts(499,51).
trusts(483,643).
trusts(963,99).
trusts(1908,305).
trusts(470,1109).
trusts(1916,22).
trusts(1444,15).
trusts(929,1336).
trusts(483,418).
trusts(488,224).
trusts(1412,1237).
trusts(1442,109).
trusts(483,392).
trusts(932,1426).
trusts(1909,212).
trusts(970,16).
trusts(1402,1634).
trusts(1914,20).
trusts(465,1095).
trusts(963,266).
trusts(1408,1451).
trusts(485,399).
trusts(470,947).
trusts(927,1502).
trusts(483,460).
trusts(494,48).
trusts(1443,194).
trusts(1898,577).
trusts(493,134).
trusts(947,805).
trusts(926,1577).
trusts(926,1576).
trusts(488,307).
trusts(489,267).
trusts(1732,8).
trusts(479,96).
trusts(891,276).
trusts(882,615).
trusts(1322,15).
trusts(868,1139).
trusts(1729,129).
trusts(1302,773).
trusts(442,1495).
trusts(865,1276).
trusts(1718,574).
trusts(1733,20).
trusts(865,1302).
trusts(463,633).
trusts(444,1342).
trusts(443,1378).
trusts(1734,20).
trusts(884,619).
trusts(865,1343).
trusts(472,327).
trusts(1318,127).
trusts(1315,241).
trusts(444,1362).
trusts(1733,71).
trusts(881,757).
trusts(1715,754).
trusts(470,418).
trusts(1282,1366).
trusts(1307,444).
trusts(470,563).
trusts(1735,20).
trusts(1313,238).
trusts(1318,51).
trusts(884,418).
trusts(1300,707).
trusts(1282,1377).
trusts(465,778).
trusts(485,38).
trusts(485,36).
trusts(483,114).
trusts(863,1223).
trusts(1736,20).
trusts(873,865).
trusts(853,1608).
trusts(1312,297).
trusts(1735,72).
trusts(485,49).
trusts(882,527).
trusts(470,494).
trusts(873,872).
trusts(876,790).
trusts(1737,29).
trusts(1733,177).
trusts(481,127).
trusts(1736,92).
trusts(1731,267).
trusts(483,42).
trusts(854,1607).
trusts(1737,42).
trusts(467,657).
trusts(468,615).
trusts(852,1703).
trusts(1282,1340).
trusts(853,1661).
trusts(1302,507).
trusts(450,1420).
trusts(1720,194).
trusts(1297,681).
trusts(1282,1237).
trusts(486,99).
trusts(1282,1276).
trusts(1281,1317).
trusts(477,476).
trusts(1726,25).
trusts(1282,1262).
trusts(873,1237).
trusts(901,200).
trusts(872,1276).
trusts(1302,444).
trusts(450,1376).
trusts(873,1276).
trusts(1718,350).
trusts(900,278).
trusts(1302,441).
trusts(1302,454).
trusts(873,1282).
trusts(485,86).
trusts(1280,1262).
trusts(873,1262).
trusts(467,727).
trusts(902,237).
trusts(888,751).
trusts(485,122).
trusts(908,20).
trusts(1302,456).
trusts(475,476).
trusts(873,1302).
trusts(899,127).
trusts(1276,1342).
trusts(1724,190).
trusts(470,827).
trusts(1726,117).
trusts(1309,109).
trusts(1312,1).
trusts(901,40).
trusts(452,1486).
trusts(462,1115).
trusts(485,253).
trusts(865,1361).
trusts(865,1367).
trusts(483,388).
trusts(900,127).
trusts(456,1369).
trusts(485,287).
trusts(472,770).
trusts(483,364).
trusts(873,1157).
trusts(483,291).
trusts(1276,1282).
trusts(470,766).
trusts(474,615).
trusts(1276,1280).
trusts(456,1282).
trusts(1276,1279).
trusts(1276,1275).
trusts(1275,1302).
trusts(446,1637).
trusts(1698,1199).
trusts(1276,1262).
trusts(470,745).
trusts(1729,51).
trusts(1306,197).
trusts(456,1305).
trusts(489,86).
trusts(1276,1302).
trusts(456,1302).
trusts(863,1534).
trusts(490,42).
trusts(467,889).
trusts(872,1200).
trusts(853,1203).
trusts(1304,194).
trusts(453,577).
trusts(460,314).
trusts(883,86).
trusts(873,456).
trusts(872,507).
trusts(878,284).
trusts(868,652).
trusts(1276,1233).
trusts(1717,86).
trusts(458,409).
trusts(883,117).
trusts(879,265).
trusts(438,1154).
trusts(868,615).
trusts(868,612).
trusts(456,441).
trusts(1295,505).
trusts(460,289).
trusts(460,290).
trusts(460,291).
trusts(873,444).
trusts(468,7).
trusts(873,441).
trusts(1276,1209).
trusts(873,442).
trusts(868,633).
trusts(863,819).
trusts(462,233).
trusts(460,254).
trusts(884,117).
trusts(850,1386).
trusts(850,1385).
trusts(884,127).
trusts(855,1203).
trusts(883,172).
trusts(1300,243).
trusts(464,72).
trusts(465,36).
trusts(1718,75).
trusts(883,127).
trusts(1718,85).
trusts(465,45).
trusts(452,528).
trusts(1300,253).
trusts(443,865).
trusts(884,99).
trusts(460,235).
trusts(873,507).
trusts(1301,226).
trusts(460,240).
trusts(884,109).
trusts(885,72).
trusts(1276,1157).
trusts(1298,295).
trusts(470,85).
trusts(1300,224).
trusts(461,406).
trusts(854,1060).
trusts(850,1206).
trusts(468,172).
trusts(868,494).
trusts(468,127).
trusts(433,1417).
trusts(470,49).
trusts(438,1228).
trusts(868,485).
trusts(1686,1323).
trusts(1292,492).
trusts(1298,267).
trusts(883,36).
trusts(872,441).
trusts(1297,258).
trusts(470,14).
trusts(468,107).
trusts(468,109).
trusts(1721,136).
trusts(872,445).
trusts(1718,254).
trusts(1281,826).
trusts(469,20).
trusts(866,633).
trusts(1259,1634).
trusts(470,1).
trusts(853,1126).
trusts(1300,143).
trusts(1719,190).
trusts(450,746).
trusts(870,844).
trusts(883,365).
trusts(1665,1763).
trusts(1280,839).
trusts(872,773).
trusts(470,226).
trusts(1665,1751).
trusts(434,1532).
trusts(1284,688).
trusts(446,1102).
trusts(868,883).
trusts(1294,290).
trusts(440,1302).
trusts(468,266).
trusts(473,57).
trusts(467,292).
trusts(891,127).
trusts(1300,39).
trusts(854,1507).
trusts(464,362).
trusts(470,143).
trusts(893,20).
trusts(463,385).
trusts(866,1024).
trusts(470,128).
trusts(467,238).
trusts(1295,197).
trusts(461,467).
trusts(470,132).
trusts(465,290).
trusts(472,36).
trusts(460,483).
trusts(1298,72).
trusts(456,873).
trusts(1276,872).
trusts(1713,127).
trusts(443,1346).
trusts(1297,87).
trusts(886,120).
trusts(884,194).
trusts(878,415).
trusts(883,230).
trusts(442,1378).
trusts(1286,478).
trusts(868,769).
trusts(1269,1103).
trusts(458,769).
trusts(442,1362).
trusts(1269,1096).
trusts(865,873).
trusts(865,872).
trusts(468,388).
trusts(856,1199).
trusts(863,929).
trusts(1297,38).
trusts(1700,551).
trusts(1269,1060).
trusts(884,272).
trusts(1297,20).
trusts(473,162).
trusts(863,1029).
trusts(868,844).
trusts(440,1377).
trusts(868,838).
trusts(1262,1302).
trusts(868,839).
trusts(470,258).
trusts(1712,190).
trusts(1276,773).
trusts(468,334).
trusts(1262,1282).
trusts(450,988).
trusts(470,254).
trusts(1708,334).
trusts(450,981).
trusts(470,246).
trusts(472,172).
trusts(1262,1275).
trusts(1262,1276).
trusts(884,214).
trusts(905,854).
trusts(1290,109).
trusts(919,328).
trusts(440,445).
trusts(927,29).
trusts(906,834).
trusts(1286,276).
trusts(1262,1157).
trusts(434,683).
trusts(1282,440).
trusts(1282,441).
trusts(1723,1462).
trusts(453,2).
trusts(1291,100).
trusts(453,20).
trusts(906,854).
trusts(1282,444).
trusts(1261,1246).
trusts(452,80).
trusts(1755,177).
trusts(446,291).
trusts(920,226).
trusts(1755,180).
trusts(442,441).
trusts(413,1527).
trusts(442,455).
trusts(443,445).
trusts(443,442).
trusts(927,7).
trusts(917,364).
trusts(905,834).
trusts(1759,87).
trusts(444,440).
trusts(906,686).
trusts(444,445).
trusts(444,441).
trusts(1276,507).
trusts(894,1151).
trusts(1731,1298).
trusts(445,440).
trusts(445,441).
trusts(912,514).
trusts(451,222).
trusts(905,649).
trusts(445,455).
trusts(445,454).
trusts(445,456).
trusts(452,210).
trusts(898,925).
trusts(457,30).
trusts(1263,1061).
trusts(1755,326).
trusts(450,297).
trusts(1753,404).
trusts(1284,291).
trusts(446,447).
trusts(905,686).
trusts(906,649).
trusts(1762,84).
trusts(908,577).
trusts(916,291).
trusts(436,839).
trusts(453,210).
trusts(922,75).
trusts(1718,1731).
trusts(428,1144).
trusts(1754,47).
trusts(927,301).
trusts(1280,226).
trusts(437,823).
trusts(925,364).
trusts(447,448).
trusts(905,1103).
trusts(447,446).
trusts(905,1101).
trusts(905,1100).
trusts(905,1098).
trusts(905,1097).
trusts(930,172).
trusts(905,1096).
trusts(929,265).
trusts(1755,39).
trusts(1755,36).
trusts(928,300).
trusts(1755,30).
trusts(906,1103).
trusts(448,447).
trusts(906,1097).
trusts(438,870).
trusts(1750,132).
trusts(1753,20).
trusts(905,1060).
trusts(1249,1441).
trusts(431,1115).
trusts(1276,444).
trusts(460,48).
trusts(1276,445).
trusts(438,849).
trusts(1280,290).
trusts(1276,440).
trusts(1752,87).
trusts(929,203).
trusts(434,1036).
trusts(438,890).
trusts(929,194).
trusts(932,86).
trusts(904,1124).
trusts(930,153).
trusts(926,290).
trusts(1749,173).
trusts(1262,773).
trusts(433,1106).
trusts(1269,520).
trusts(900,1154).
trusts(928,178).
trusts(463,40).
trusts(929,127).
trusts(930,83).
trusts(930,86).
trusts(1755,63).
trusts(930,2).
trusts(1284,28).
trusts(899,1126).
trusts(1737,716).
trusts(927,98).
trusts(464,20).
trusts(929,30).
trusts(929,75).
trusts(1755,102).
trusts(931,2).
trusts(458,290).
trusts(1755,85).
trusts(463,80).
trusts(930,20).
trusts(1740,325).
trusts(1280,1).
trusts(439,14).
trusts(1272,287).
trusts(428,439).
trusts(1280,18).
trusts(1746,109).
trusts(428,388).
trusts(429,352).
trusts(435,132).
trusts(434,156).
trusts(1743,173).
trusts(1271,297).
trusts(438,14).
trusts(438,36).
trusts(1237,1578).
trusts(1733,570).
trusts(1748,14).
trusts(425,506).
trusts(406,1211).
trusts(439,72).
trusts(434,253).
trusts(911,77).
trusts(439,69).
trusts(436,206).
trusts(1741,237).
trusts(1746,49).
trusts(431,381).
trusts(433,307).
trusts(1247,1245).
trusts(909,118).
trusts(1743,125).
trusts(434,322).
trusts(431,432).
trusts(431,434).
trusts(398,1666).
trusts(1752,20).
trusts(428,563).
trusts(434,341).
trusts(428,561).
trusts(432,365).
trusts(425,630).
trusts(398,1634).
trusts(887,888).
trusts(1747,180).
trusts(436,238).
trusts(1748,86).
trusts(873,1367).
trusts(1745,208).
trusts(873,1368).
trusts(1735,590).
trusts(1747,147).
trusts(418,999).
trusts(1257,750).
trusts(431,465).
trusts(904,174).
trusts(880,1064).
trusts(434,361).
trusts(1734,577).
trusts(904,183).
trusts(432,431).
trusts(435,330).
trusts(873,1340).
trusts(873,1342).
trusts(1244,1245).
trusts(895,522).
trusts(899,374).
trusts(428,587).
trusts(1748,80).
trusts(873,1347).
trusts(1229,1646).
trusts(1237,1342).
trusts(1237,1341).
trusts(1237,1347).
trusts(1740,65).
trusts(439,269).
trusts(1237,1339).
trusts(1718,884).
trusts(1727,540).
trusts(1735,246).
trusts(1704,1386).
trusts(1740,33).
trusts(1237,1302).
trusts(428,633).
trusts(434,412).
trusts(434,415).
trusts(884,1357).
trusts(918,100).
trusts(878,1581).
trusts(438,386).
trusts(434,520).
trusts(884,1321).
trusts(444,127).
trusts(437,381).
trusts(1262,445).
trusts(907,453).
trusts(439,295).
trusts(437,366).
trusts(431,586).
trusts(1740,203).
trusts(431,711).
trusts(906,482).
trusts(919,1).
trusts(1744,40).
trusts(418,1172).
trusts(446,117).
trusts(1726,695).
trusts(434,563).
trusts(444,194).
trusts(1739,180).
trusts(434,658).
trusts(891,958).
trusts(1739,177).
trusts(1237,1276).
trusts(440,441).
trusts(440,442).
trusts(440,444).
trusts(1270,40).
trusts(905,410).
trusts(437,509).
trusts(434,630).
trusts(448,109).
trusts(891,915).
trusts(1252,673).
trusts(447,122).
trusts(1737,212).
trusts(1238,1199).
trusts(439,428).
trusts(838,80).
trusts(1789,98).
trusts(429,49).
trusts(837,120).
trusts(838,86).
trusts(1371,127).
trusts(428,77).
trusts(425,177).
trusts(396,1252).
trusts(832,290).
trusts(425,170).
trusts(1790,38).
trusts(825,540).
trusts(418,483).
trusts(1343,1209).
trusts(1777,575).
trusts(431,1).
trusts(838,109).
trusts(428,109).
trusts(1372,127).
trusts(1370,179).
trusts(838,90).
trusts(838,148).
trusts(1791,82).
trusts(396,1199).
trusts(1791,79).
trusts(418,375).
trusts(428,7).
trusts(838,127).
trusts(1789,134).
trusts(1362,441).
trusts(838,175).
trusts(838,172).
trusts(819,863).
trusts(1790,128).
trusts(428,25).
trusts(422,170).
trusts(838,202).
trusts(835,314).
trusts(840,122).
trusts(841,127).
trusts(838,222).
trusts(418,254).
trusts(1788,72).
trusts(1776,516).
trusts(839,238).
trusts(400,927).
trusts(844,30).
trusts(834,410).
trusts(1373,109).
trusts(415,399).
trusts(844,75).
trusts(418,297).
trusts(833,492).
trusts(841,197).
trusts(839,269).
trusts(841,170).
trusts(1782,297).
trusts(418,698).
trusts(1364,127).
trusts(418,695).
trusts(433,130).
trusts(432,172).
trusts(1364,117).
trusts(1362,194).
trusts(1779,206).
trusts(1781,128).
trusts(431,242).
trusts(830,651).
trusts(437,24).
trusts(1780,203).
trusts(434,148).
trusts(431,251).
trusts(843,180).
trusts(418,632).
trusts(1362,127).
trusts(412,844).
trusts(848,5).
trusts(838,375).
trusts(427,302).
trusts(823,947).
trusts(428,266).
trusts(435,36).
trusts(418,657).
trusts(431,197).
trusts(843,239).
trusts(419,632).
trusts(849,39).
trusts(1353,655).
trusts(850,6).
trusts(1364,265).
trusts(1338,1231).
trusts(433,36).
trusts(838,481).
trusts(1776,209).
trusts(396,1418).
trusts(434,18).
trusts(1363,334).
trusts(834,649).
trusts(428,135).
trusts(821,1144).
trusts(838,514).
trusts(1358,410).
trusts(412,736).
trusts(1336,1229).
trusts(830,815).
trusts(851,49).
trusts(430,72).
trusts(835,639).
trusts(1362,290).
trusts(1783,7).
trusts(1767,599).
trusts(834,686).
trusts(432,14).
trusts(1365,194).
trusts(851,77).
trusts(1783,20).
trusts(848,194).
trusts(1783,29).
trusts(834,707).
trusts(412,769).
trusts(1733,1878).
trusts(822,194).
trusts(819,302).
trusts(811,594).
trusts(412,183).
trusts(1777,46).
trusts(1776,78).
trusts(409,290).
trusts(811,582).
trusts(416,28).
trusts(1336,929).
trusts(1755,853).
trusts(811,579).
trusts(412,172).
trusts(1338,851).
trusts(811,574).
trusts(396,761).
trusts(409,272).
trusts(413,127).
trusts(804,817).
trusts(407,341).
trusts(782,1633).
trusts(412,150).
trusts(1318,1563).
trusts(399,624).
trusts(820,334).
trusts(1755,927).
trusts(819,365).
trusts(782,1725).
trusts(1337,839).
trusts(410,181).
trusts(823,197).
trusts(825,127).
trusts(1356,127).
trusts(1748,1175).
trusts(380,1286).
trusts(396,682).
trusts(1345,514).
trusts(792,1325).
trusts(396,688).
trusts(406,304).
trusts(806,793).
trusts(815,571).
trusts(1772,94).
trusts(829,42).
trusts(370,1600).
trusts(412,53).
trusts(815,564).
trusts(386,989).
trusts(402,388).
trusts(1345,698).
trusts(829,116).
trusts(399,485).
trusts(410,77).
trusts(373,1445).
trusts(373,1420).
trusts(1774,85).
trusts(1351,441).
trusts(1351,443).
trusts(411,25).
trusts(1351,442).
trusts(384,1028).
trusts(823,334).
trusts(1767,323).
trusts(824,271).
trusts(401,370).
trusts(828,127).
trusts(1767,337).
trusts(410,20).
trusts(828,107).
trusts(826,194).
trusts(418,216).
trusts(1769,87).
trusts(412,434).
trusts(821,468).
trusts(418,206).
trusts(422,83).
trusts(423,49).
trusts(380,1634).
trusts(1338,612).
trusts(418,222).
trusts(1319,1277).
trusts(415,284).
trusts(792,1504).
trusts(420,98).
trusts(1316,1406).
trusts(1755,582).
trusts(828,194).
trusts(415,302).
trusts(418,191).
trusts(1327,992).
trusts(417,226).
trusts(1770,20).
trusts(1755,575).
trusts(1312,1504).
trusts(421,39).
trusts(1345,287).
trusts(835,8).
trusts(380,1547).
trusts(419,127).
trusts(1348,185).
trusts(418,155).
trusts(1768,192).
trusts(1768,196).
trusts(819,620).
trusts(792,1619).
trusts(418,109).
trusts(1772,20).
trusts(417,173).
trusts(409,458).
trusts(418,125).
trusts(823,437).
trusts(412,352).
trusts(1765,98).
trusts(418,80).
trusts(1767,20).
trusts(419,51).
trusts(410,388).
trusts(1767,36).
trusts(836,5).
trusts(1316,1511).
trusts(819,652).
trusts(830,239).
trusts(410,365).
trusts(834,172).
trusts(391,1012).
trusts(817,804).
trusts(406,461).
trusts(412,241).
trusts(381,1391).
trusts(416,98).
trusts(1316,1489).
trusts(789,1855).
trusts(1353,127).
trusts(418,36).
trusts(417,72).
trusts(1759,404).
trusts(838,51).
trusts(823,606).
trusts(1318,1367).
trusts(1318,1369).
trusts(1768,20).
trusts(415,98).
trusts(1352,127).
trusts(1345,388).
trusts(1755,516).
trusts(1768,40).
trusts(1734,1300).
trusts(1312,1619).
trusts(418,7).
trusts(859,382).
trusts(388,468).
trusts(844,949).
trusts(868,60).
trusts(1300,1655).
trusts(1331,509).
